Country,Region,Project Name,Project Description,Status,Project URL,Effective Date,Commitment Amount,Pre/Post Paris Agreement,Year,Sector,Climate-Related
Mongolia,East Asia,Sustainable Tourism Development Project,"The project will help transform two national parks in Khuvsgul and Khentii aimags (provinces) as models for economically inclusive tourism and conservation in the protected area network, by improving park infrastructure, sanitation, and capacity to manage tourism growth sustainably. The designs emphasize tourism benefits for communities, protection of natural capital, and climate-resilient facilities; and scale up from previous grant projects in each park.",Active,http://www.adb.org/projects/50013-002/main,06 Aug 2019,5400000.0,1,2019,"Agriculture, natural resources and rural development",Yes
Philippines,South East Asia,Secondary Education Support Program,"The program will support the implementation of system-wide secondary education reforms in the Philippines during 2019 to 2023. It is part of the Asian Development Bank's support to the government's Kindergarten to grade 12 Basic Education program. The program builds on and complements ADB's ongoing Senior High School Support Program, which contributes to the implementation of an effective senior high school system in the country. The program will improve secondary level student learning outcomes and completion rates by (I) improving the quality and relevance of the secondary education program, (ii) improving the quality of secondary school teachers, and (iii) strengthening secondary education sector management.",Active,http://www.adb.org/projects/45089-004/main,29 Aug 2019,121500000.0,1,2019,Education,No
Armenia,Central and West Asia,Supporting Diagnostic Assessment of Public Financial Management,"The period 20082018 has been much less promising with economic performance characterized by low growth, low investment, deteriorating infrastructure, and growing income disparities. A rapidly increasing public-debt stock has left Armenia with reduced fiscal space. Second-generation domestic structural reforms are needed to help generate stronger and inclusive economic growth, while preserving fiscal sustainability and reducing external vulnerabilities. While the PFM system in Armenia has undergone several positive developments between 20142018, including a range of legislative initiatives, institutional changes, and improvements in methodologies and guidelines that were identified as high priorities in the PFM Reform Strategy, these have not resulted in the functional improvements that the government aimed to achieve. Although PFM practices in Armenia are nominally sound and considered international standard, in practice there has been a great deal of functional mimicry, institutional fragmentation, overlapping mandates, and ineffective or redundant procedures. These challenges, coupled with inadequate domestic revenue mobilization, have negatively impacted public service delivery and overall economic productivity.",Active,http://www.adb.org/projects/53207-001/main,22 May 2019,220000.0,1,2019,Public sector management,No
Uzbekistan,Central and West Asia,Railway Efficiency Improvement Project,"The project aims to improve the efficiency of Uzbekistan's railway operations, combining investments where it faces operational bottlenecks (e.g. electric locomotives), and strategic support to improve business practices.",Active,http://www.adb.org/projects/51052-002/main,23 Sep 2019,170000000.0,1,2019,Transport,Yes
Regional,Regional,Enhancing Gender Equality Results in Southeast Asian Developing Member Countries (Phase 2),,Active,http://www.adb.org/projects/49396-002/main,10 May 2019,2500000.0,1,2019,Public sector management,No
People's Republic of China,East Asia,Preparing Urban and Social Development Projects,"The transaction technical assistance (TA) facility will provide preparation support to five ensuing loans in the People's Republic of China (PRC): (i) Guangxi Wuzhou Healthy and Age-Friendly City Development Program; (ii) Shaanxi Xi'an Preschool Education Development Program; (iii) Shandong West Jining Water Supply and Drainage Integration Program, (iv) Jiangxi Ecological Civilization and Circular Economy Sector Development Project, and (v) Guangxi Low Carbon and Disaster Resilience Demonstration Project. The ensuing loans will be investments in urban services, green infrastructure, environmental improvement, and human capital development; these are well aligned with operational and strategic priorities of both the government and the Asian Development Bank. The ensuing loans, all in the urban and social sectors, will require a similar set of safeguards, financial management, and economic assessments. The Jilin Songhua Lake Integrated Ecological and Environmental Improvement Project previously included as an ensuing project under the TRTA was cancelled.",Active,http://www.adb.org/projects/53031-001/main,01 Jun 2019,2703500.0,1,2019,"Agriculture, natural resources and rural development",Yes
Mongolia,East Asia,Strengthening the Supreme Audit Function,"The Government of Mongolia requested for Asian Development Bank's (ADB) knowledge and support technical assistance (TA) to support the Mongolian National Audit Office (MNAO). The TA is included in the country operations business plan, 2019-2021 for Mongolia._The proposed TA will strengthen the Supreme Audit Institution in Mongolia to improve the monitoring of the effective use of public funds. The TA will improve the capacity of the MNAO to conduct financial, performance and compliance audits by improving the timeliness and quality of audits, by enhancing staff capacity, and by using technology to improve the efficiency of the audit process.",Active,http://www.adb.org/projects/52285-001/main,01 Jun 2019,650000.0,1,2019,Information and communication technology,No
Niue,The Pacific,Support for Improved Public Financial Management,Support for Improved Public Financial Management is through small-scale technical assistance. The TA will help the Government of Niue to address immediate gaps in its financial accounting and reporting and build the foundations for ongoing improvements in public financial management (PFM). The TA will provide policy advice and support government capacity development. The small-scale technical assistance modality has been selected because it aligns with the level of support that is needed and will enable ADB to commence support to Niue without undue delay.,Active,http://www.adb.org/projects/53096-001/main,26 Apr 2019,225000.0,1,2019,Public sector management,No
People's Republic of China,East Asia,Policy Advice for the Yangtze River Protection Law of the People’s Republic of China,"The TA is aligned with the following impact: legislation for achieving environmental protection and sustainable development goals in the YREB improved._The TA will have the following outcome: institutional and legislative capacity to implement coordinated ecological and environmental protection in the YREB strengthened.Output 1: Review of international approaches and experiences in river basin environmental protection and management prepared. This output will include (i) a review of international river basin conventions and approaches; (ii) a comparative analysis of the current approaches for managing key ecological and environmental issues facing the Yangtze River against international good practices and approaches, covering the following areas as appropriate: institutional coordination, policy mechanisms (e.g., eco-compensation mechanism), environ-mental and water quality standards, monitoring and reporting, assessment of environmental flows, and compliance and enforcement; and (iii) preparation of a review report to capture key lessons and experiences, outline recommendations for the scope and focus of the YRPL, and provide technical guidance to policymakers on the formulation and structure of the proposed legislation. Site visits and surveys, where appropriate, will be conducted to support these activities.Output 2: First draft of legislative framework for the Yangtze River Protection Law prepared. This output will include (i) conduct of local consultative workshops with participants from key government sectors and civil society organizations, under the guidance of leading national experts, with input from the international experts; and (ii) preparation of an overall first draft legislative framework of the YRPL, including drafting specific articles for environmental and ecological protection components, based on international experience (i.e., output 1). The legislation drafting process will be undertaken in accordance with national procedures. Output 3: A knowledge product on lessons from the preparation of the draft Yangtze River Protection Law prepared. The specific objective and scope of the knowledge product has not yet been determined. This will be decided through a consultative process during TA implementation. However, the overall purpose of the knowledge product will be to highlight the importance of a legislative framework for environmental and ecological protection of a specific river basin in the PRC context, to document how international best-practice principles have been incorporated into the draft YRPL development process, and to document and communicate some of the innovative policy approaches currently being taken in the PRC with regard to regulatory and policy mechanisms such as eco-compensation.",Closed,http://www.adb.org/projects/53168-001/main,25 Apr 2019,135000.0,1,2019,"Agriculture, natural resources and rural development",Yes
Pakistan,Central and West Asia,Improving Workforce Readiness in Punjab,"The IWRPP adds value by strengthening the TVET sector's ability to support economic growth and job creation in priority sectors and clusters, including export-oriented ones. It will expand existing programs and reforms, such as competency-based training and assessment (CBTA), centers of excellence (COEs) and sector skills councils, and work-based training. It will strengthen industry-TVET linkages, increase female participation in TVET, and expand entrepreneurship programs for TVET graduates. It will introduce private management of public TVET institutes. It will contribute directly to three operational priorities under ADB's Strategy 2030: (i) addressing remaining poverty and reducing inequalities, (ii) accelerating progress in gender equality, and (iii) strengthening governance and institutional capacity. The project is aligned with the following impact: increased access to quality employment for workers in Punjab (PSDSP 2018).",Active,http://www.adb.org/projects/52069-002/main,28 May 2019,837500.0,1,2019,Education,No
Uzbekistan,Central and West Asia,Second Tashkent Province Water Supply Development Project,"The project will support the Government of Uzbekistan in the rehabilitation and expansion of a regional water supply system located in the Yangiyul and Chinaz districts of Tashkent province. Responding directly to the water supply shortage of the population in the project area, it will improve water supply and sanitation services, pilot the decentralized wastewater disposal systems, and strengthen institutional capacity in the province's water supply and wastewater utility. The project is listed in the Asian Development Bank (ADB) country operations business plan for Uzbekistan, 20192021.",Active,http://www.adb.org/projects/51240-001/main,30 Aug 2019,38170000.0,1,2019,Water and other urban infrastructure and services,Yes
Kyrgyz Republic,Central and West Asia,Preparing the Landslide Risk Management Sector Project,"The project will reduce the risks of landslide events in Kyrgyz Republic. The project interventions are expected to be both structural (including civil works and equipment) and non-structural (including capacity building, planning, and training). The project is expected to comprise three outputs: (i) landslide-prone areas protected; (ii) landslide risk management capacity improved; and (iii) disaster insurance coverage strengthened. The project outcome is expected to be: risks from landslides on infrastructure and settlements reduced. The project is expected to be aligned with the following impact: reduced human and material loss resulting from climate- and geophysical-related disasters.",Active,http://www.adb.org/projects/53022-002/main,22 May 2019,1240000.0,1,2019,"Agriculture, natural resources and rural development",No
Uzbekistan,Central and West Asia,Preparing the Skills Development for a Modern Economy Project,"The proposed project will aim at increasing employment of the population, particularly for youth. The project will provide investment finance for the market-driven skills to be learned by students and jobseekers through (i) improving employment and workforce development services; (ii) enhancing quality and relevance of skills development; and (iii) strengthening sector governance and management.",Active,http://www.adb.org/projects/51012-004/main,20 May 2019,720000.0,1,2019,Education,No
Regional,Regional,Strengthening Human Resources and Leadership for Education,The regional knowledge and support technical assistance (TA) will help to (i) strengthen teacher quality and leadership capacities for school education in the Philippines through innovative initiatives for teacher professional development and education leadership and (ii) enable knowledge exchange on promising and effective approaches on improving quality through partnerships between government and civil society organizations (CSOs) for improving teacher quality and effectiveness with Bangladesh and Cambodia.,Active,http://www.adb.org/projects/51301-001/main,05 Apr 2019,750000.0,1,2019,Education,Yes
Regional,Regional,Support for Human and Social Development in Southeast Asia,,Active,http://www.adb.org/projects/52335-001/main,03 Apr 2019,5000000.0,1,2019,Education,No
Bangladesh,South Asia,"South Asia Subregional Economic Cooperation Chittagong-Cox's Bazar Railway Project, Phase 1 - Tranche 2","The SASEC Chittagong-Cox's Bazar Railway Project, Phase 1 (the Project) will support the government of Bangladesh in constructing the new, 102 kilometers (km) Dohazari-Cox's Bazar section of the Chittagong-Cox's Bazar railway corridor in southeastern Bangladesh. The government is upgrading the 47 km section Chittagong-Dohazari with its own funds. The project will also strengthen the capacity of the railway sector in project management and implementation. By connecting the Cox's Bazar district to Bangladesh's railway network, the project will not only boost the national economy through further development of Cox's Bazar into a major tourist destination, but also facilitate access for the population and products to subregional markets and trade. The Chittagong-Cox's Bazar railway corridor is part of the Trans-Asia Railway network. The project has been endorsed by the SASEC trade facilitation and transport working group meeting held in Tokyo on 26 November 2015.",Active,http://www.adb.org/projects/46452-004/main,04 Jul 2019,372280000.0,1,2019,Transport,No
Indonesia,South East Asia,Financial Market Development and Inclusion Program (Subprogram 3),,Closed,http://www.adb.org/projects/48207-004/main,27 Jun 2019,500000000.0,1,2019,Finance,No
Kyrgyz Republic,Central and West Asia,Uch-Kurgan Hydropower Plant Modernization Project (formerly Energy Sector Project),"The proposed project will replace ageing electrical and mechanical equipment for power generation and transmission at the Uch-Kurgan hydropower plant (HPP) in the Naryn River cascade and undertake silt and sedimentation removal which hinders the proper operation of hydromechanical equipment of the HPP. This will (i) increase the availability of clean hydropower for domestic use and potential export to Uzbekistan and Kazakhstan, (ii) enhance the integrity of hydromechanical structures and, ensure safe and optimal reservoir operation, and (iii) contribute to multiyear water supply management from the Naryn River cascade, which is essential for downstream agriculture mainly in Uzbekistan.",Active,http://www.adb.org/projects/49240-002/main,31 Mar 2020,34350000.0,1,2020,Energy,Yes
Regional,Regional,"Business Opportunities Outreach Initiatives, 2019–2021","The subject TA will operate from 19 March 2019 to 18 December 2023 and will support ADB's business opportunities outreach initiatives (BOOIs) in its Members. These BOOIs aim to build the interest and capacity of consultants, contractors, nongovernment organizations, and civil society organizations (hereafter referred to as ""suppliers"") in pursuing ADB's business opportunities and in understanding its procurement and anticorruption procedures. This will benefit ADB-financed projects in its developing member countries (DMCs) by enhancing competition for ADB-financed contracts, thereby promoting higher-quality bids that offer optimal value for money.",Active,http://www.adb.org/projects/53100-001/main,19 Mar 2019,725000.0,1,2019,Multisector,No
Regional,Regional,"Supporting the Implementation of ADB’s Climate Change Operational Framework 2017–2030 - Establishing Mechanisms to Measure, Monitor, and Report on Commitments made under the Paris Agreement (Subproject 3)","KSTA Cluster Subproject 3 will support establishment of mechanisms to measure, monitor, and report on commitments made under the Paris Agreement. Expected outputs under the subproject includes: (i) results framework approach and indicators in line with DMC nationally determined contributions (NDC) developed; (ii) DMC knowledge and skills on monitoring and evaluation of NDCs strengthened, and (iii) baseline indicators and monitoring tools under the CCOF2030 developed.",Active,http://www.adb.org/projects/52004-005/main,19 Mar 2019,1700000.0,1,2019,"Agriculture, natural resources and rural development",Yes
Regional,Regional,Pacific Economic Management (Phase 3),,Active,http://www.adb.org/projects/52357-001/main,12 Mar 2019,4500000.0,1,2019,Public sector management,No
Tonga,The Pacific,Renewable Energy Project,"Tonga Renewable Energy Project (TREP) has three components: (i) a large BESS capacity on Tongatapu to ensure that the intermittent electricity generated from solar photovoltaic and wind power to be funded by private independent power producers can be stored and used overnight without negatively affecting Tonga Power Limited's grids; (ii) electricity generation from the most feasible renewable resources in Tonga in Eua and Vava'u islands, and in five outer islands (O'ua, Tungua, Kotu, Mo'unga'one, and Niuafo'ou); and (iii) grid technologies and management upgrade to adapt to new electricity sources in five outer islands. The project also includes capacity building and project management support, with an emphasis on providing women with training and economic empowerment opportunities.",Active,http://www.adb.org/projects/49450-012/main,22 Nov 2019,9710000.0,1,2019,Energy,Yes
Regional,Regional,Supporting Ambitious Climate Action through Implementation of Developing Member Countries’ Nationally Determined Contributions (Subproject 1),"The TA subproject 1 will have the following outcome: capacities of selected DMCs to implement NDCs enhanced. The TA subproject will directly support output 1 of the overall TA cluster, supporting the implementation of NDCs for selected DMCs. The TA subproject will deliver on the following outputs: (i) DMC knowledge and skills on climate investment planning in line with nationally determined contributions strengthened; and (ii) priority climate projects in line with nationally determined contributions identified.",Active,http://www.adb.org/projects/52004-002/main,01 Mar 2019,4500000.0,1,2019,"Agriculture, natural resources and rural development",Yes
Regional,Regional,Regional Cooperation on Increasing Cross-Border Energy Trading within the Central Asian Power System - Provision of Solutions to Bottlenecks to the Regional Power Trade (Subproject 2),"This is the second subproject which is being launched simultaneously with the first subproject 'Modernization of Coordinating Dispatch Center Energiya (CDC)_. The technical assistance (TA) subproject will have the following outcome: cross-border clean energy trade increased using high-level technology (HLT) by CDC. Specifically, the subproject 2 outcome will contribute to the cluster TA outcome indicators (a) at least 11,000 million kilowatt-hours trade within CAPS annually and (b) at least additional 5,587,560 tCO2 reduction in emission achieved.",Active,http://www.adb.org/projects/52112-003/main,28 Feb 2019,1800000.0,1,2019,Energy,Yes
India,South Asia,Mumbai Metro Rail Systems Project,"The project will support the implementation of the Mumbai Metro Rail System through the (i) design, manufacture, testing, and maintenance of 576 energy-efficient rolling stock carriages; (ii) procurement, installation, and testing of an advanced signaling, train control, and platform access system for 58 kilometers (km) of metro lines; and (iii) establishment of a Mumbai metro operations organization. The project will contribute to the development of a modern and safe rail-based urban transit system in Mumbai city, which will reduce pollution and traffic congestion, increase public transport ridership, and improve the overall quality of the city's transport system.",Active,http://www.adb.org/projects/49469-007/main,28 May 2019,749600000.0,1,2019,Transport,No
India,South Asia,IT and Capacity Building Support for Project Development and Management at the Department of Economic Affairs,"The TA aims to strengthen the institutional capacity of Department of Economic Affairs, Ministry of Finance (DEA) by augmenting its efficiency in preparing and implementing developmentally critical and feasible projects. The TA will enhance DEA's capacity and system by enhancing the already existing information technology (IT)-based project management system, and providing hands-on assistance to enable real-time monitoring of projects over the entire cycle. The support will improve project readiness by promptly identifying delays and undertaking corrective measures to address bottlenecks and reduce the entailed financial costs (such as commitment charges).",Closed,http://www.adb.org/projects/53073-001/main,21 Feb 2019,225000.0,1,2019,Information and communication technology,No
Regional,Regional,Implementing the Integrated Trade Agenda in the Central Asia Regional Economic Cooperation Program,"The TA will support the implementation of the Central Asia Regional Economic Cooperation (CAREC) Integrated Trade Agenda (CITA) 2030 under the framework of CAREC 2030 Strategy - specifically, the three-year rolling strategic action plan of CITA.",Active,http://www.adb.org/projects/52011-001/main,15 Feb 2019,1600000.0,1,2019,Industry and trade,No
Sri Lanka,South Asia,Strengthening the Regional Development Bank Project,The project would provide long-term financing that would directly fund $50 million of subloans to micro and small enterprises outside of Colombo and be structured to provide the regulatory capital that would leverage an additional $533 million of lending.,Active,http://www.adb.org/projects/52219-001/main,10 Oct 2019,50000000.0,1,2019,Finance,No
People's Republic of China,East Asia,Preparing the Silk Road Ecological Protection and Rehabilitation,,Closed,http://www.adb.org/projects/51425-001/main,21 Mar 2019,800000.0,1,2019,"Agriculture, natural resources and rural development",Yes
Regional,Regional,"Aid for Trade for Inclusive Growth - Aid for Trade for Inclusive Growth, 2019-2020 (Subproject 1)","The knowledge and support technical assistance (TA) will support ADB's knowledge contribution towards the World Trade Organization (WTO)-led Aid for Trade (AfT) initiative, including participation at the Global Review of AfT, which is hosted every two years by the WTO, and brings together stakeholders to advance the AfT agenda in a coordinated and effective manner. ADB's main contribution consists of a research report, Aid for Trade in Asia and the Pacific, launched at the Global Review. The report provides updates on trends and patterns of trade costs and AfT in Asia and the Pacific, in addition to in-depth analyses on topical issues relating to the inclusiveness and sustainability of trade growth, in the context of a biennial Work Program approved and circulated by WTO's Committee for Trade and Development (CTD) to guide the overall focus of each Global Review.",Closed,http://www.adb.org/projects/52189-002/main,29 Jan 2019,125000.0,1,2019,Industry and trade,No
Uzbekistan,Central and West Asia,Preparing Sustainable Energy Investment Projects,"The transaction TA facility_will provide project preparation support to a series of ensuing projects, comprising: (i) Gas Sector Development Program ($750 million), (ii) Distribution Network Modernization Program ($300 million), and (iii) Regional Energy Transmission and Dispatch Enhancement Project ($200 million). All ensuing projects are among the Government's priorities for energy sector development under Uzbekistan 2030, and will require similar scope of safeguard, financial management and economic assessments. Social (labor), human resources, and training needs assessments will also be undertaken for the policy component of the proposed Gas Sector Development Program.Natural gas is the most important indigenous source of energy in Uzbekistan and is regarded as one of the driving forces of the country's economy. At present, the energy sector contributes to over 20% of national tax revenues and 18% of the country's gross domestic product (GDP). Natural gas is over 80% of the country's energy mix and 85% of electricity generated. Uzbekistan's aging and dilapidated infrastructure in the whole energy chain increasingly results in system inefficiencies, unreliable gas and electricity supply that dampens the economic development and business confidence, and uneven access to electricity across provinces contributing towards widening regional income disparities. The obsolete energy transmission and distribution systems have developed serious problems overtime, such as increasingly frequent electricity blackouts and insufficient gas available especially during peak demand times in the winter, putting social service systems such as education and health care at risk.In 2017, Uzbekistan initiated comprehensive economic reforms liberalizing its exchange rate to solve long-standing difficulties associated with limited access to foreign exchange and requirements to surrender foreign exchange resulted in structural and economic distortions. The liberalization of the foreign exchange regime and local currency devaluation created additional challenges to energy utilities massively distorting their value of assets, capital structures and revenue generation under existing governance and financial management frameworks. To recover the sustainability of energy utilities, the government launched several initiatives and legislative acts for sector reforms that includes: (i) development of cost reflective energy tariffs (ii) adoption of international financial reporting standards (IFRS) and disclosures and (iii) strengthening financial management and corporate governance frameworks",Active,http://www.adb.org/projects/52322-002/main,22 Feb 2019,3375000.0,1,2019,Energy,Yes
Regional,Regional,Regional Cooperation on Increasing Cross-Border Energy Trading within the Central Asian Power System - Modernization of Coordinating Dispatch Center Energiya (Subproject 1),The technical assistance (TA) subproject will have the following outcome: cross-border clean energy trade increased using high-level technology (HLT) by coordinating dispatch center (CDC) Energiya. The HLT will replace manual processes to allow CDC to operate in a real-time regime.,Active,http://www.adb.org/projects/52112-002/main,28 Jan 2019,1200000.0,1,2019,Energy,Yes
Uzbekistan,Central and West Asia,Preparing Urban Development and Improvement Projects,"ADB will apply a comprehensive and programmatic approach to develop more integrated urban development solutions. The transaction TA facility will provide project preparation support to a series of ensuing projects, comprising: (i) Tashkent Province Sewerage Improvement Project ($160 million); (ii) Uzbekistan Water Supply and Sanitation Development Program ($200 million) ; (iii) Uzbekistan Integrated Urban Development Project ($200 million); and (iv) Uzbekistan Solid Waste Management Development Project ($150 million) (Appendix 3). The transaction TA facility will support improvement of WSS and other public services through technical, policy, and capacity development, in both urban and rural areas. Uzbekistan now has stronger country systems and capacity and using the principle-based sector program approach will give the country a greater sense of ownership. An integrated approach will be applied to the development of economic growth clusters with stronger urban rural linkages. Support in these areas, including tourism development, will cover urban planning and management, urban rural linkages and provision of public services, cultural heritage protection, information and communications technology, public-private partnership arrangements, and small and medium-sized enterprises (SME) and women business enterprise (WBE) development.",Active,http://www.adb.org/projects/52317-001/main,22 Feb 2019,5000000.0,1,2019,Water and other urban infrastructure and services,Yes
Regional,Regional,"Developing Anti-Money Laundering and Combating the Financing of Terrorism Approaches, Methodologies, and Controls (Subproject B)","Subproject B is part of the cluster regional capacity development technical assistance (TA) that supports the banking and finance sectors in developing member countries (DMCs) of the Asian Development Bank (ADB) to improve the implementation of anti-money laundering and combating the financing of terrorism (AML/CFT) regulatory measures, and strengthen the capacity of domestic banks and nonbank financial institutions (NBFIs) to comply with the requirements of the Financial Action Task Force (FATF). The DMCs that were originally covered by the TA are Bhutan, Mongolia, Papua New Guinea, and the Philippines. Post-circulation of the Technical Assistance Subproject report, the following additional DMCs have also signified their interest to be part of Subproject B: Nepal, Sri Lanka, Tajikistan, Thailand and Vietnam. In total, Subproject B will now support nine DMCs. Subproject A has successfully supported the targeted DMCs to expand the reach of domestic AML/CFT reforms beyond the banking sector and into other targeted risk areas, particularly NBFIs and DNFBPs. Subproject B intends to deepen the impact of these reforms by helping the governments of the targeted DMCs to ensure that the improved regulatory frameworks are adequately implemented by the domestic banking sector, NBFIs and DNFBPs. This is foreseen to entail a deeper level of engagement with covered persons from within these sectors, including focused interventions to train compliance officers in the private sector, and assistance to develop or improve internal AML/CFT governance structures, policies and processes.",Active,http://www.adb.org/projects/50258-003/main,11 Jan 2019,2000000.0,1,2019,Finance,Yes
Regional,Regional,Establishing Regional Evaluation Programs to Strengthen Evaluation Capacity,The proposed regional knowledge and support technical assistance (KSTA) aims to strengthen the evaluation capacity of ADB's member countries through the development of regional evaluation programs in selected regions such as the Pacific and Southeast Asia.,Active,http://www.adb.org/projects/52359-001/main,27 Dec 2018,750000.0,1,2018,Multisector,No
Mongolia,East Asia,Improving Health Care Financing for Universal Health Coverage,"The proposed knowledge and support technical assistance (TA) will support development of more efficient health insurance system in Mongolia through assessment, development of more effective model, policy reforms, and institutional development._This is to shift state funding from financing budget lines (input-based) to purchasing services (output-based), to allow for more equitable health care system and achieve universal health coverage under the Sustainable Development Goals._The TA will lay the foundation of the strategic purchaser, which will be consolidated by the Multitranche Financing Facility (MFF): Improving Access to Health Services for Disadvantaged Groups, which is still in process and is expected to be approved by 2019.",Closed,http://www.adb.org/projects/51386-001/main,10 Jan 2019,135000.0,1,2019,Health,No
Regional,Regional,Sustaining Climate and Disaster Risk Resilient and Low Carbon Development in South Asia,"The TRTA facility was originally approved as a small-scale TA on 24 December 2018 for $225,000, financed on a grant basis by ADB. In line with ADB's Strategy 2030, Climate Change Operational Framework 2017-2030, and Operational Plan for Strategy 2030's OP3, the TRTA facility supports South Asia developing member countries (DMCs) in tackling climate change, building climate and disaster resilience, enhancing environmental sustainability, and strengthening governance and institutional capacity. The outcome will be well-designed SARD pipeline projects incorporating climate adaptation and mitigation measures to address risks posed by changing climate, extreme weather events, and natural hazards. To achieve this, the TRTA facility has four outputs: (i) refinement, finalization and maintenance of SARD's remote sensing-geographical information system (RS-GIS) based climate and disaster risk resilience decision support system, (ii) climate and disaster risk screening of, and climate finance estimation for, SARD pipeline projects, that are being processed within the TRTA's implementation period, (iii) preparation and publication of knowledge products, and (iv) preparation of climate and disaster risk assessment of South Asia DMCs' country partnership strategies that are being drafted within the TRTA's implementation period.",Active,http://www.adb.org/projects/46470-003/main,24 Dec 2018,1551100.0,1,2018,"Agriculture, natural resources and rural development",Yes
Armenia,Central and West Asia,Analysis of Economic Opportunities Associated with Armenia’s New Trade Regime,"The recent agreements and changes in Armenia's trade regime will affect the economy through multiple channels, including trade, migration and investment. This small-scale TA will focus on the trade dimension. The TA will estimate the impact of recent and upcoming changes in Armenia's trade regime on trade patterns and comparative advantages, across products and destination countries. The possibility of building upon the new trade regime to position Armenia in profitable cross-border value chains will also be examined. In particular, Armenia might go beyond just re-exporting to developing processing industries using inputs imported under preferential tariffs.",Closed,http://www.adb.org/projects/52352-001/main,21 Dec 2018,200000.0,1,2018,Industry and trade,No
Timor-Leste,South East Asia,Preliminary Assessment for Dili Airport Runway Upgrading Project,"The nature of the TA is research and development, where previous studies will be reviewed, including technical discussions with the relevant government agencies and other development partners involved. Multi-criteria analysis will be developed through this consultative process to compare various options considering technical, economic, social and environmental impacts. Relevant stakeholders, including civil aviation authorities, affected communities and interest groups will be identified and consulted. With the help of limited field surveys, the indicative cost estimates of each alternative will be prepared. Preliminary assessment of the social and environmental impacts will be conducted. Based on the multi-criteria analysis, the consensus on the preferred option will be obtained through stakeholders' workshop.",Closed,http://www.adb.org/projects/52320-001/main,21 Dec 2018,225000.0,1,2018,Transport,No
Regional,Regional,Enhancing Project Readiness and Implementation in Central and West Asia,"This knowledge and support technical assistance (KSTA) will help facilitate procurement and project management capacity by providing hands-on support to Central and West Asia developing member countries' (DMCs) executing agencies (EAs), implementing agencies (IAs), and project implementation units (PIUs) in key stages of the procurement processes and contract management, project management, as well as financial management. These will result in improving quality and reducing setbacks that lead to project implementation delays and will be accomplished by (i) engaging and deploying international and national consultants to strengthen procurement, contract and project management capacities; (ii) developing studies and stocktaking best practices as needed, on portfolio management that can be shared and replicated; and (iii) providing hands-on support and advice to project teams on financial due diligence work as needed, and (iv) providing capacity development to EAs and IAs, primarily in the form of trainings, workshops and clinics, to increase their understanding and improve application of processes, policies and guidelines on ADB procurement, contract management and financial reporting and auditing.",Active,http://www.adb.org/projects/52284-001/main,19 Dec 2018,1580000.0,1,2018,Public sector management,No
Regional,Regional,Building Resilience in the Pacific Small Island Developing States,,Active,http://www.adb.org/projects/52060-001/main,19 Dec 2018,450000.0,1,2018,Public sector management,No
Regional,Regional,Strengthening Conduct of Economic Appraisal of Projects and Programs in Developing Member Countries (Subproject 1),"Subproject 1 is designed to strengthen the capacity of DMC officials/technical staff to carry out economic analysis to support their investment design and selection. It will also support support preparation of methodological notes or guidebooks on selected economic analysis methodologies to enhance conduct of economic analysis. The outputs of the TA aim to promote allocative efficiency, equity considerations and project sustainability of programs and projects being implemented by DMCs. It will also complement the Guidelines on Economic Analysis of Investment Projects 2017.",Active,http://www.adb.org/projects/52346-002/main,19 Dec 2018,1500000.0,1,2018,Public sector management,No
Pakistan,Central and West Asia,Economic Management Support,This TA is supporting evidence-based decision making on the seven outlined most binding constraints to Pakistan's economic recovery. The proposed TA is mobilizing quick initial support while the economic policies are being shaped.,Closed,http://www.adb.org/projects/52336-001/main,18 Dec 2018,225000.0,1,2018,Public sector management,No
Regional,Regional,Support for Innovation and Technology Partnerships in Asia and the Pacific - Capturing and Sharing Technology Innovation Knowledge (Subproject 1),"The subproject will have the following outcome: ADB innovation knowledge sharing enabled. This TA subproject will assess which innovation ecosystem elements need to be strengthened to allow for faster adoption of new technologies in selected sectors and themes in DMCs. This requires a good understanding of the innovation landscape and the emerging issues in the sectors and themes supported by the TA cluster. It also requires proactive knowledge sharing related to existing technology innovations, and their successes and failures complemented and reinforced by an open debate among experts from DMCs, technology providers and development partners. ADB's current and innovative approach to knowledge sharing could reach a broader group of stakeholders, including technology entrepreneurs. This subproject will help the TA cluster to support knowledge engagements with technology providers to advance HLT innovations in DMCs.",Closed,http://www.adb.org/projects/52307-002/main,18 Dec 2018,650000.0,1,2018,"Agriculture, natural resources and rural development",No
Regional,Regional,Agricultural Value Chain Development in Selected Asian Countries,"This knowledge and support technical assistance (KSTA) will identify the priority actions to be undertaken by ADB and developing member countries (DMCs) to mobilize investments for improving market connectivity and value chain linkages, increasing agricultural productivity, and enhancing food safety. It will complement another TA project that assessed the investment requirement in agriculture sector to end hunger and malnutrition (SDG 2) in the Asia-Pacific region, piloting the climate-smart, resource-saving agricultural practices, and analyzing the ways to improve market connectivity through the establishment of modern wholesale market.",Active,http://www.adb.org/projects/52239-001/main,17 Dec 2018,1050000.0,1,2018,"Agriculture, natural resources and rural development",Yes
