Date Signed,Project Number,Project Name,Country Code,Developing Member Country,Region,Department,Operations Division,Category Type (Sovereign/Nonsovereign Financing),Project Financing Amount ($ million),Mode of Financial Assistance,Product Type,Loan/Grant/Investment/Approval Number,Project Financing Type,Fund Source,Signed amount ($ million),Primary Sector,Sector,Climate Change Response,Climate Change Impact on the Project,Adaptation Finance ($ million),Mitigation Finance ($ million),Type of Financing,Currency,Project URL
8-Dec-2021,48118-005,Greater Mekong Subregion Health Security Project (Additional Financing),CAM,Cambodia,Southeast Asia,SERD,SEHS,Sovereign,,Project loan,Grant,9223,Cofinancing (Full administration),Japan Fund for Poverty Reduction,5.000,Health,Health,Mitigation,Medium,,,Investment,USD,https://www.adb.org/projects/48118-005/main
31-Dec-2021,53220-001,Sustainable and Reliable Energy Access Program - Western and Central Java,INO,Indonesia,Southeast Asia,SERD,SEEN,Sovereign,"1,411.500",Results Based Lending,Loan,4164,ADB funds,OCR,600.000,Energy,Energy,Dual-use,Medium,29.300,94.500,Investment,USD,https://www.adb.org/projects53220-001/main
7-Dec-2021,52332-001,Higher Education for Technology and Innovation Project,INO,Indonesia,Southeast Asia,SERD,SEHS,Sovereign,94.265,Project Loan,Loan,4110,ADB funds,OCR,79.475,Education,Health,Dual-use,Medium,0.837,0.397,Investment,USD,https://www.adb.org/projects/52332-001/main
7-Dec-2021,52332-001,Higher Education for Technology and Innovation Project,INO,Indonesia,Southeast Asia,SERD,SEHS,Sovereign,,Project Loan,Loan,4110,ADB funds,OCR,,Education,Education,Dual-use,Medium,0.837,0.397,Investment,USD,https://www.adb.org/projects/52332-001/main
7-Dec-2021,52332-001,Higher Education for Technology and Innovation Project,INO,Indonesia,Southeast Asia,SERD,SEHS,Sovereign,,Project Loan,Loan,4110,ADB funds,OCR,,Education,Information and communication technology,Dual-use,Medium,0.837,0.397,Investment,USD,https://www.adb.org/projects/52332-001/main
15-Dec-2021,53211-001,"Competitiveness, Industrial Modernization, and Trade Acceleration Program, Subprogram 1",INO,Indonesia,Southeast Asia,SERD,SEPF,Sovereign,954.250,Programmatic Approach Policy-Based Lending (Loan),Loan,4137,ADB funds,OCR,500.000,Public sector management,Public sector management,Dual-use,Low,24.540,24.070,Investment,USD,https://www.adb.org/projects/53211-001/main
15-Dec-2021,53211-001,"Competitiveness, Industrial Modernization, and Trade Acceleration Program, Subprogram 1",INO,Indonesia,Southeast Asia,SERD,SEPF,Sovereign,,Programmatic Approach Policy-Based Lending (Loan),Loan,4137,ADB funds,OCR,,Public sector management,Industry and trade,Dual-use,Low,24.540,24.070,Investment,USD,https://www.adb.org/projects/53211-001/main
15-Dec-2021,54461-001,Boosting Productivity Through Human Capital Development Program (Subprogram 1),INO,Indonesia,Southeast Asia,SERD,"SEPF, SEHS, IRM",Sovereign,962.240,Programmatic Approach Policy-Based Lending (Loan),Loan,4144,ADB funds,OCR,500.000,Public sector management,Public sector management,Dual-use,Medium,46.880,15.630,Investment,USD,https://www.adb.org/projects/54461-001/main
16-Dec-2021,55105-001,Build Universal Health Care Program (Subprogram 1),PHI,Philippines,Southeast Asia,SERD,SEHS,Sovereign,602.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4145,ADB funds,OCR,600.000,Health,Health,Dual-use,Low,105.000,5.000,Investment,USD,https://www.adb.org/projects/55105-001/main
19-Nov-2021,52173-003,Local Governance Reform Program (Subprogram 2),PHI,Philippines,Southeast Asia,SERD,SEPF,Sovereign,400.000,Programmatic Approach Policy-Based Lending (Loan),Loan,4102,ADB funds,OCR,400.000,Public sector management,Public sector management,Dual-use,Low,54.740,31.590,Investment,USD,https://www.adb.org/projects/52173-003/main
13-Aug-2021,49117-004,Facilitating Youth School-to-Work Transition Program (Subprogram 3),PHI,Philippines,Southeast Asia,SERD,"SEPF, SEHS",Sovereign,400.000,Program loan,Loan,4089,ADB funds,OCR,400.000,Public sector management,Public sector management,Dual-use,Low,13.530,9.410,Investment,USD,https://www.adb.org/projects/49117-004/main
16-Dec-2021,52181-001,Metro Manila Bridges Project,PHI,Philippines,Southeast Asia,SERD,SETC,Sovereign,247.500,Project loan,Loan,4168,ADB funds,OCR,175.100,Transport,Transport,Adaptation,High,4.243,,Investment,USD,https://www.adb.org/projects/52181-001/main
20-Dec-2021,49177-002,Power Distribution Modernization Project,TIM,Timor-Leste,Southeast Asia,SERD,SEEN,Sovereign,50.750,Project loan,Loan,4132,ADB funds,OCR,35.000,Energy,Energy,Dual-use,Medium,1.100,30.800,Investment,USD,https://www.adb.org/projects/49177-002/main
1-Oct-2021,52320-002,Presidente Nicolau Lobato International Airport Expansion Project,TIM,Timor-Leste,Southeast Asia,SERD,SETC,Sovereign,209.000,Project loan,Loan,4105,ADB funds,Concessional OCR,50.000,Transport,Transport,Adaptation,High,0.670,,Investment,USD,https://www.adb.org/projects/52320-002/main
1-Oct-2021,52320-002,Presidente Nicolau Lobato International Airport Expansion Project,TIM,Timor-Leste,Southeast Asia,SERD,SETC,Sovereign,,Project loan,Loan,4104,ADB funds,OCR,85.000,Transport,Transport,Adaptation,High,1.140,,Investment,USD,https://www.adb.org/projects/52320-002/main
6-Aug-2021,53395-001,Water Supply and Sanitation Investment Project,TIM,Timor-Leste,Southeast Asia,SERD,SEUW,Sovereign,62.500,Project loan,Loan,4081,ADB funds,Concessional OCR,47.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,3.450,,Investment,USD,https://www.adb.org/projects/53395-001/main
6-Aug-2021,53395-001,Water Supply and Sanitation Investment Project,TIM,Timor-Leste,Southeast Asia,SERD,SEUW,Sovereign,,Project loan,Grant,0792,Cofinancing (Full administration),Global Environment Facility,3.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Medium,3.000,,Investment,USD,https://www.adb.org/projects/53395-001/main
31-Dec-2021,49026-004,Climate Resilient Inclusive Infrastructure for Ethnic Minorities Project I,VIE,Viet Nam,Southeast Asia,SERD,SEER,Sovereign,81.730,Project loan,Loan,4100,ADB funds,OCR,29.000,Transport,Transport,Adaptation,High,2.000,,Investment,USD,https://www.adb.org/projects/49026-004/main
31-Dec-2021,49026-004,Climate Resilient Inclusive Infrastructure for Ethnic Minorities Project I,VIE,Viet Nam,Southeast Asia,SERD,SEER,Sovereign,,Project loan,Loan,4100,ADB funds,OCR,,Transport,"Agriculture, natural resources and rural development",Adaptation,High,7.000,,Investment,USD,https://www.adb.org/projects/49026-004/main
31-Dec-2021,49026-004,Climate Resilient Inclusive Infrastructure for Ethnic Minorities Project I,VIE,Viet Nam,Southeast Asia,SERD,SEER,Sovereign,,Project loan,Loan,4103,ADB funds,OCR,29.000,Transport,Transport,Adaptation,High,,,Investment,USD,https://www.adb.org/projects/49026-004/main
31-Dec-2021,49026-004,Climate Resilient Inclusive Infrastructure for Ethnic Minorities Project I,VIE,Viet Nam,Southeast Asia,SERD,SEER,Sovereign,,Project loan,Grant,0798,Cofinancing (Full administration),High Level Technology Fund,2.000,Transport,"Agriculture, natural resources and rural development",Adaptation,High,2.000,,Investment,USD,https://www.adb.org/projects/49026-004/main
12-Nov-2021,53376-001,DBL Highway Project,IND,India,South Asia,PSOD,PSIF1,Nonsovereign,242.000,,Loan,4045,ADB funds,OCR,51.799,Transport,Transport,Adaptation,Medium,0.610,,Investment,USD,https://www.adb.org/projects/53376-001/main
12-Apr-2021,53283-001,Green Yellow Rooftop Solar Project,THA,Thailand,Southeast Asia,PSOD,PSIF2,Nonsovereign,49.780,,Loan,4060,ADB funds,OCR,9.923,Energy,Energy,Mitigation,Low,,9.923,Investment,USD,https://www.adb.org/projects/53283-001/main
12-Apr-2021,53283-001,Green Yellow Rooftop Solar Project,THA,Thailand,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,4061,ADB funds,OCR,1.256,Energy,Energy,Mitigation,Low,,1.256,Investment,USD,https://www.adb.org/projects/53283-001/main
12-Apr-2021,53283-001,Green Yellow Rooftop Solar Project,THA,Thailand,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF99,B-loan,B-loan,11.301,Energy,Energy,Mitigation,Low,,11.301,Investment,USD,https://www.adb.org/projects/53283-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,245.700,,Loan,4053,ADB funds,OCR,11.868,Energy,Energy,Mitigation,High,,11.868,Investment,USD,https://www.adb.org/projects/54211-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,4054,ADB funds,OCR,11.567,Energy,Energy,Mitigation,High,,11.567,Investment,USD,https://www.adb.org/projects/54211-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,4055,ADB funds,OCR,11.566,Energy,Energy,Mitigation,High,,11.566,Investment,USD,https://www.adb.org/projects/54211-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF 96,B-loan,B-loan,27.465,Energy,Energy,Mitigation,High,,27.465,Investment,USD,https://www.adb.org/projects/54211-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF 97,B-loan,B-loan,26.769,Energy,Energy,Mitigation,High,,26.769,Investment,USD,https://www.adb.org/projects/54211-001/main
21-May-2021,54211-001,Lotus Wind Power Project,VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF 98,B-loan,B-loan,26.766,Energy,Energy,Mitigation,High,,26.766,Investment,USD,https://www.adb.org/projects/54211-001/main
25-Aug-2021,52287-001,Prime Road National Solar Park Project,CAM,Cambodia,Southeast Asia,PSOD,PSIF2,Nonsovereign,41.200,,Loan,4048,ADB funds,OCR,4.700,Energy,Energy,Mitigation,Low,,4.700,Investment,USD,https://www.adb.org/projects/52287-001/main
25-Aug-2021,52287-001,Prime Road National Solar Park Project,CAM,Cambodia,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF 94,B-loan,B-loan,3.200,Energy,Energy,Mitigation,Low,,3.200,Investment,USD,https://www.adb.org/projects/52287-001/main
25-Aug-2021,52287-001,Prime Road National Solar Park Project,CAM,Cambodia,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,8393,Cofinancing (Full administration),Canadian Climate Fund for the Private Sector in Asia II,4.200,Energy,Energy,Mitigation,Low,,4.200,Investment,USD,https://www.adb.org/projects/52287-001/main
31-Aug-2021,54013-001,B.Grimm Viet Nam Solar Power Project (Dau Tieng Project),VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,214.000,,Loan,4075,ADB funds,OCR,24.500,Energy,Energy,Mitigation,High,,24.500,Investment,USD,https://www.adb.org/projects/52287-001/main
31-Aug-2021,54013-001,B.Grimm Viet Nam Solar Power Project (Dau Tieng Project),VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,CF100,B-loan,B-loan,128.000,Energy,Energy,Mitigation,High,,128.000,Investment,USD,https://www.adb.org/projects/52287-001/main
31-Aug-2021,54013-001,B.Grimm Viet Nam Solar Power Project (Dau Tieng Project),VIE,Viet Nam,Southeast Asia,PSOD,PSIF2,Nonsovereign,,,Loan,8400,Cofinancing (Full administration),Leading Asia's Private Infrastructure Fund,8.000,Energy,Energy,Mitigation,High,,8.000,Investment,USD,https://www.adb.org/projects/52287-001/main
30-Sep-2021,54433-001,M Square Affordable Housing Project,GEO,Georgia,Central and West Asia,PSOD,PSIF1,Nonsovereign,98.000,,Loan,4098,ADB funds,OCR,10.000,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Mitigation,Low,,10.000,Investment,USD,https://www.adb.org/projects/54433-001/main
29-Dec-2021,54164-001,IIFLHF Supporting Access to Affordable Green Housing for Women Project,IND,India,South Asia,PSOD,PSFI,Nonsovereign,68.000,,Debt security,7701,ADB funds,OCR,58.000,Finance,Finance,Dual-use,Medium,,11.600,Investment,USD,https://www.adb.org/projects/54164-001/main
29-Dec-2021,54164-001,IIFLHF Supporting Access to Affordable Green Housing for Women Project,IND,India,South Asia,PSOD,PSFI,Nonsovereign,,,Loan,8400,Cofinancing (Full administration),Canadian Climate Fund for the Private Sector in Asia II,10.000,Finance,Finance,Dual-use,Medium,8.900,1.100,Investment,USD,https://www.adb.org/projects/54164-001/main
11-Aug-2021,50146-003,ENA Investment Program Phase 2,ARM,Armenia,Central and West Asia,PSOD,PSIF1,Nonsovereign,148.420,,Loan,4091,ADB funds,OCR,20.000,Energy,Energy,Mitigation,Low,,16.040,Investment,USD,https://www.adb.org/projects/50146-003/main
11-Aug-2021,50146-003,ENA Investment Program Phase 2,ARM,Armenia,Central and West Asia,PSOD,PSIF1,Nonsovereign,,,Loan,8402,Cofinancing (Full administration),Leading Asia's Private Infrastructure Fund,15.000,Energy,Energy,Mitigation,Low,,12.030,Investment,USD,https://www.adb.org/projects/50146-003/main
28-Apr-2021,55075-001,Administration of Equity Investment for Euler Motors Private Limited,IND,India,South Asia,PSOD,OPSD,Nonsovereign,4.000,,Equity investment,8395,Cofinancing (Full administration),ADB Ventures Investment Fund 1,1.462,Transport,Transport,Mitigation,Low,,1.462,Investment,USD,https://www.adb.org/projects/55075-001/main
22-Dec-2021,55106-001,ECOM COVID-19 Smallholder Farmer Climate Resilient and Livelihood Support Project,IND; INO; PNG; REG; VIE,India; Indonesia; Papua New Guinea; Regional; Viet Nam,Regional,PSOD,OPSD-AIT,Nonsovereign,163.800,,Loan,4169,ADB funds,OCR,60.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Medium,50.330,,Investment,USD,https://www.adb.org/projects/55106-001/main
17-Dec-2021,52358-001,Tianzow Advanced Pig Breeding Stock Project,PRC,People's Republic of China,East Asia,PSOD,OPSD-AIT,Nonsovereign,41.300,,Loan,4129,ADB funds,OCR,15.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Mitigation,Low,,0.030,Investment,USD,https://www.adb.org/projects/52358-001/main
15-Nov-2021,55301-001,Cimory Inclusive Dairy Value Chain Project,INO,Indonesia,Southeast Asia,PSOD,OPSD-AIT,Nonsovereign,95.600,,Equity investment,7693,ADB funds,OCR,9.732,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Mitigation,Low,,0.100,Investment,USD,https://www.adb.org/projects/55301-001/main
12-Jul-2021,54222-001,Promoting Advanced Biofuels Through High Technology,IND,India,South Asia,SARD,SAEN,Sovereign,2.500,KSTA,Technical assistance,6638,Cofinancing (Syndicated/Contractual),Clean Energy Financing Partnership Facility (Asian Clean Energy Fund),2.000,Energy,Energy,Mitigation,Low,,2.000,Technical Assistance,USD,https://www.adb.org/projects/54222-001/main
12-Jul-2021,54222-001,Promoting Advanced Biofuels Through High Technology,IND,India,South Asia,SARD,SAEN,Sovereign,,KSTA,Technical assistance,6638,Cofinancing (Syndicated/Contractual),Republic of Korea e-Asia and Knowledge Partnership Fund,0.500,Energy,Energy,Mitigation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/54222-001/main
06-Dec-2021,53341-001,Supporting Renewable Technology-Inclusive Heat Supply Legislation,KAZ,Kazakhstan,Central and West Asia,CWRD,CWEN,Sovereign,0.300,KSTA,Technical assistance,6564,ADB funds,TASF,0.300,Energy,Energy,Mitigation,Low,,0.300,Technical Assistance,USD,https://www.adb.org/projects/53341-001/main
22-Nov-2021,54142-002,Preparing Renewable Energy for Climate Resilience,BHU,Bhutan,South Asia,SARD,SAEN,Sovereign,1.250,TRTA,Technical assistance,6598,ADB funds,TASF,0.800,Energy,Energy,Adaptation,Medium,0.800,,Technical Assistance,USD,https://www.adb.org/projects/54142-002/main
22-Nov-2021,54142-002,Preparing Renewable Energy for Climate Resilience,BHU,Bhutan,South Asia,SARD,SAEN,Sovereign,,TRTA,Technical assistance,6598,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.450,Energy,Energy,Adaptation,Medium,,,Technical Assistance,USD,https://www.adb.org/projects/54142-002/main
08-Dec-2021,54131-002,Strengthening Capacity to Design and Implement Energy Sector Projects,MLD,Maldives,South Asia,SARD,SAEN,Sovereign,0.500,TRTA,Technical assistance,6603,ADB funds,TASF,0.500,Energy,Energy,Dual-use,Low,0.125,0.175,Technical Assistance,USD,https://www.adb.org/projects/54131-002/main
09-Dec-2021,54068-001,Support to Climate Resilient Investment Pathways in the Pacific,REG; COO; FIJ,Regional; Cook Islands; Fiji,Pacific,PARD,PAEN,Sovereign,2.000,KSTA,Technical assistance,6683,ADB funds,TASF,2.000,Public sector management,Public sector management,Dual-use,Low,0.720,0.080,Technical Assistance,USD,https://www.adb.org/projects/54068-001/main
09-Dec-2021,54068-001,Support to Climate Resilient Investment Pathways in the Pacific,REG; COO; FIJ,Regional; Cook Islands; Fiji,Pacific,PARD,PAEN,Sovereign,,KSTA,Technical assistance,6683,ADB funds,TASF,,Public sector management,Energy,Dual-use,Low,0.540,0.060,Technical Assistance,USD,https://www.adb.org/projects/54068-001/main
09-Dec-2021,54068-001,Support to Climate Resilient Investment Pathways in the Pacific,REG; COO; FIJ,Regional; Cook Islands; Fiji,Pacific,PARD,PAEN,Sovereign,,KSTA,Technical assistance,6683,ADB funds,TASF,,Public sector management,Transport,Dual-use,Low,0.540,0.060,Technical Assistance,USD,https://www.adb.org/projects/54068-001/main
13-Jan-2021,54393-001,Inclusive Gender-Responsive Private Sector Business Development in Climate-Resilient Agribusiness Projects in Asia and the Pacific,ARM; BAN; BHU; CAM; IND; INO; KIR; KGZ; KAZ; LAO; MLD; MON; NEP; PNG; PHI; SAM; SOL; TAJ; THA; TON; VAN; VIE; REG,Armenia; Bangladesh; Bhutan; Cambodia; India; Indonesia; Kiribati; Kyrgyz Republic; Kazakhstan; Lao People's Democratic Republic; Maldives; Mongolia; Nepal; Papua New Guinea; Philippines; Samoa; Solomon Islands; Tajikistan; Thailand; Tonga; Vanuatu; Viet Nam; Regional,Regional,PSOD,OPSD,Nonsovereign,0.450,KSTA,Technical assistance,6712,Cofinancing (Syndicated/Contractual),Climate Investment Funds (Strategic Climate Fund-Pilot Program for Climate Resilience),0.450,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,0.450,,Technical Assistance,USD,https://www.adb.org/projects/54393-001/main
05-Feb-2021,54197-002,Climate Resilience Capacity Building for Women in Poultry and Fish Farming,REG; BAN; MYA; PHI,Regional; Bangladesh; Myanmar; Philippines,Regional,PSOD,OPSD,Nonsovereign,0.500,TRTA,Technical assistance,6714,ADB funds,TASF,0.200,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,0.200,,Technical Assistance,USD,https://www.adb.org/projects/54197-002/main
05-Feb-2021,54197-002,Climate Resilience Capacity Building for Women in Poultry and Fish Farming,REG; BAN; MYA; PHI,Regional; Bangladesh; Myanmar; Philippines,Regional,PSOD,OPSD,Nonsovereign,,TRTA,Technical assistance,6714,Cofinancing (Full administration),Climate Investment Funds (Strategic Climate Fund-Pilot Program for Climate Resilience),0.300,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,Low,0.300,,Technical Assistance,USD,https://www.adb.org/projects/54197-002/main
25-Feb-2021,55024-001,Opportunities to Accelerate Coal to Clean Power Transition in Selected Southeast Asian Developing Member Countries,REG,Regional,Southeast Asia,SERD,SEEN,Sovereign,0.220,KSTA,Technical assistance,6719,ADB funds,TASF,0.220,Energy,Energy,Mitigation,Low,,0.220,Technical Assistance,USD,https://www.adb.org/projects/55024-001/main
10-Jul-2021,54164-002,Enabling the Ecosystem to Improve Access to Green Affordable Housing for Women,IND,India,South Asia,PSOD,PSFI,Nonsovereign,1.000,TRTA,Technical assistance,6722,Cofinancing (Full administration),Urban Climate Change Resilience Trust Fund,1.000,Finance,Finance,Dual-use,Medium,0.500,0.500,Technical Assistance,USD,https://www.adb.org/projects/54164-002/main
07-Apr-2021,54388-001,Supporting the Establishment of National Standardized Spatial Data Infrastructure,ARM,Armenia,Central and West Asia,CWRD,ARRM,Sovereign,1.300,KSTA,Technical assistance,6724,Cofinancing (Full administration),Republic of Korea e-Asia and Knowledge Partnership Fund,0.500,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.025,0.025,Technical Assistance,USD,https://www.adb.org/projects/55301-001/main
07-Apr-2021,54388-001,Supporting the Establishment of National Standardized Spatial Data Infrastructure,ARM,Armenia,Central and West Asia,CWRD,ARRM,Sovereign,,KSTA,Technical assistance,6724,Cofinancing (Full administration),High Level Technology Fund,0.800,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Dual-use,Low,0.040,0.040,Technical Assistance,USD,https://www.adb.org/projects/55301-001/main
06-Jul-2021,54240-001,Promoting Clean Energy Usage through Enhanced Adoption of Electric Vehicles and Grid Integration of Battery Energy Storage Systems,IND,India,South Asia,SARD,SAEN,Sovereign,2.000,KSTA,Technical assistance,6726,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Asian Clean Energy Fund),1.000,Energy,Energy,Mitigation,Low,,1.000,Technical Assistance,USD,https://www.adb.org/projects/54240-001/main
10-Dec-2021,54240-001,Promoting Clean Energy Usage through Enhanced Adoption of Electric Vehicles and Grid Integration of Battery Energy Storage Systems,IND,India,South Asia,SARD,SAEN,Sovereign,,KSTA,Technical assistance,6726,ADB funds,TASF,1.000,Energy,Energy,Mitigation,Low,,1.000,Technical Assistance,USD,https://www.adb.org/projects/54240-001/main
31-Mar-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,1.000,TRTA,Technical assistance,6727,ADB funds,TASF,0.200,Energy,Energy,Mitigation,Low,,0.100,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
31-Mar-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,,TRTA,Technical assistance,6727,ADB funds,TASF,,Energy,Finance,Mitigation,Low,,0.100,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
14-Sep-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,,TRTA,Technical assistance,6727,ADB funds,Regional Cooperation and Integration Fund,0.400,Energy,Energy,Mitigation,Low,,0.200,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
14-Sep-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,,TRTA,Technical assistance,6727,ADB funds,Regional Cooperation and Integration Fund,,Energy,Finance,Mitigation,Low,,0.200,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
14-Sep-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,,TRTA,Technical assistance,6727,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),0.400,Energy,Energy,Mitigation,Low,,0.200,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
14-Sep-2021,55051-001,Preparing the Pacific Regional Financing Facility,FSM; KIR; REG; RMI; SAM; SOL; TUV; VAN,Federated States of Micronesia; Kiribati; Regional; Samoa; Solomon Islands; Tuvalu; Vanuatu,Pacific,PARD,PAEN,Sovereign,,TRTA,Technical assistance,6727,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Clean Energy Fund),,Energy,Finance,Mitigation,Low,,0.200,Technical Assistance,USD,https://www.adb.org/projects/55051-001/main
06-May-2021,54386-001,Promoting Life Cycle Management of Fluorocarbons,REG,Regional,Regional,SDCC,SDCD,Sovereign,0.750,KSTA,Technical assistance,6730,Cofinancing (Full administration),Clean Energy Financing Partnership Facility (Asian Clean Energy Fund),0.750,Energy,Energy,Mitigation,Low,,0.750,Technical Assistance,USD,https://www.adb.org/projects/54386-001/main
30-Jun-2021,48218-012,Implementation Support for the Nuts and Fruits in Hilly Areas Project,NEP,Nepal,South Asia,SARD,SAER,Sovereign,1.000,TRTA,Technical assistance,6732,ADB funds,TASF,1.000,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Adaptation,High,0.700,,Technical Assistance,USD,https://www.adb.org/projects/48218-012/main
18-Jun-2021,55082-002,Supporting COVID-19 Response and Vaccination Program,IND,India,South Asia,SARD,SAHS,Sovereign,7.000,TRTA,Technical assistance,6733,ADB funds,TASF,2.000,Health,Health,Mitigation,Low,,,Technical Assistance,USD,https://www.adb.org/projects/55082-002/main
26-Jul-2021,55082-002,Supporting COVID-19 Response and Vaccination Program,IND,India,South Asia,SARD,SAHS,Sovereign,,TRTA,Technical assistance,6733,Cofinancing (Full administration),Japan Fund for Poverty Reduction,5.000,Health,Health,Mitigation,Low,,0.466,Technical Assistance,USD,https://www.adb.org/projects/55082-002/main
10-Jun-2021,54445-001,"Public-Private Partnerships, Private Sector Development, and State-Owned Enterprise Reform",VIE,Viet Nam,Southeast Asia,SERD,VRM; SEER,Sovereign,4.600,KSTA,Technical assistance,6734,Cofinancing (Full administration),Australia,1.900,Public sector management,Industry and trade,Dual-use,Low,0.463,0.215,Technical Assistance,USD,https://www.adb.org/projects/54445-001/main
10-Jun-2021,54445-001,"Public-Private Partnerships, Private Sector Development, and State-Owned Enterprise Reform",VIE,Viet Nam,Southeast Asia,SERD,VRM; SEER,Sovereign,,KSTA,Technical assistance,6734,Cofinancing (Full administration),Canada,2.700,Public sector management,Public sector management,Dual-use,Low,,0.130,Technical Assistance,USD,https://www.adb.org/projects/54445-001/main
03-Jun-2021,55006-002,Innovating Eco-Compensation Mechanisms in Yangtze River Basin,PRC,People's Republic of China,East Asia,EARD,EAER,Sovereign,0.183,KSTA,Technical assistance,6736,Cofinancing (Full administration),Global Environment Facility,0.183,"Agriculture, natural resources and rural development","Agriculture, natural resources and rural development",Dual-use,Medium,0.013,0.006,Technical Assistance,USD,https://www.adb.org/projects/55006-002/main
30-Jun-2021,54212-001,Building Coastal Resilience through Nature-Based Integrated Solutions,BAN; BRU; IND; INO; KIR; MAL; MLD; PAK; PHI; REG; RMI; SRI; TUV; VAN,Bangladesh; Brunei Darussalam; India; Indonesia; Kiribati; Malaysia; Maldives; Pakistan; Philippines; Regional; Marshall Islands; Sri Lanka; Tuvalu; Vanuatu,Regional,SDCC,SDTC,Sovereign,1.994,KSTA,Technical assistance,6742,ADB funds,Regional Cooperation and Integration Fund,0.500,Water and other urban infrastructure and services,Water and other urban infrastructure and services,Adaptation,Low,0.250,,Technical Assistance,USD,https://www.adb.org/projects/54212-001/main
